"Period","Banks Non-Residential Mortgages","percent_change","average","three Year Trend","Deviation From 3 Year Trend","Mean of 3 Year Trend","eight Year Trend","Deviation From 8 Year Trend","Mean of 8 Year Trend","GDP","Ratio: Banks Non-Residential Mortgages to GDP","Mean_of_Ratio"
"Q3 2016",61140,9.59739002617144,7.14435237256936,53825.6666666667,7314.33333333334,3273.64903846154,42200.84375,18939.15625,8363.43930288462,2035420,0.030038026549803,0.0195175107541062
"Q4 2016",61938,7.47713824636902,7.14435237256936,54984.5833333333,6953.41666666666,3273.64903846154,43210.40625,18727.59375,8363.43930288462,2066148,0.0299775233913543,0.0195175107541062
"Q1 2017",64275,9.10155653251405,7.14435237256936,56297.5833333333,7977.41666666666,3273.64903846154,44300.84375,19974.15625,8363.43930288462,2107708,0.0304952109115684,0.0195175107541062
"Q2 2017",65489,9.28311584287288,7.14435237256936,57642.6666666667,7846.33333333334,3273.64903846154,45442.90625,20046.09375,8363.43930288462,2130892,0.030733138985927,0.0195175107541062
"Q3 2017",66838,9.31959437356886,7.14435237256936,59089,7749,3273.64903846154,46609.875,20228.125,8363.43930288462,2143864,0.031176417907106,0.0195175107541062
"Q4 2017",68638,10.817268881785,7.14435237256936,60570.3333333333,8067.66666666666,3273.64903846154,47845.15625,20792.84375,8363.43930288462,2181964,0.0314569809584393,0.0195175107541062
"Q1 2018",69431,8.02178140801245,7.14435237256936,62007.8333333333,7423.16666666666,3273.64903846154,49081.46875,20349.53125,8363.43930288462,2202260,0.0315271584644865,0.0195175107541062
"Q2 2018",70865,8.20901220052223,7.14435237256936,63405.6666666667,7459.33333333334,3273.64903846154,50344.75,20520.25,8363.43930288462,2219616,0.0319266936262849,0.0195175107541062
"Q3 2018",71731,7.32068583739789,7.14435237256936,64734.4166666667,6996.58333333334,3273.64903846154,51604.65625,20126.34375,8363.43930288462,2244092,0.0319643757920798,0.0195175107541062
"Q4 2018",73487,7.064599784376,7.14435237256936,66055.9166666667,7431.08333333333,3273.64903846154,52873.46875,20613.53125,8363.43930288462,2229456,0.0329618525774898,0.0195175107541062
"Q1 2019",74092,6.71313966383892,7.14435237256936,67320.8333333333,6771.16666666667,3273.64903846154,54153.8125,19938.1875,8363.43930288462,2260360,0.0327788493868233,0.0195175107541062
"Q2 2019",74322,4.87828970577859,7.14435237256936,68520.5,5801.5,3273.64903846154,55405.6875,18916.3125,8363.43930288462,2305088,0.0322425868339951,0.0195175107541062
"Q3 2019",75680,5.50529059960129,7.14435237256936,69732.1666666667,5947.83333333333,3273.64903846154,56650.65625,19029.34375,8363.43930288462,2312284,0.0327295436027754,0.0195175107541062
"Q4 2019",77428,5.36285329377985,7.14435237256936,71023,6405,3273.64903846154,57920.78125,19507.21875,8363.43930288462,2337684,0.0331216708502946,0.0195175107541062
