"Period","Monetary Base","percent_change","average","three Year Trend","Deviation From 3 Year Trend","Mean of 3 Year Trend","eight Year Trend","Deviation From 8 Year Trend","Mean of 8 Year Trend","GDP","Ratio: Monetary Base to GDP","Mean_of_Ratio"
"Q1 1971",5310,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,96388,NA,0.036270832949766
"Q2 1971",5522,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,100420,NA,0.036270832949766
"Q3 1971",5743,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,103736,NA,0.036270832949766
"Q4 1971",5910,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,106528,NA,0.036270832949766
"Q1 1972",6178,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,108256,NA,0.036270832949766
"Q2 1972",6401,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,112364,NA,0.036270832949766
"Q3 1972",6516,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,114492,NA,0.036270832949766
"Q4 1972",6815,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,119384,NA,0.036270832949766
"Q1 1973",7030,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,124860,NA,0.036270832949766
"Q2 1973",7313,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,130152,NA,0.036270832949766
"Q3 1973",7630,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,134652,NA,0.036270832949766
"Q4 1973",7832,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,142656,NA,0.036270832949766
"Q1 1974",7992,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,149424,NA,0.036270832949766
"Q2 1974",8372,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,156088,NA,0.036270832949766
"Q3 1974",8599,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,162384,NA,0.036270832949766
"Q4 1974",8921,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,165328,NA,0.036270832949766
"Q1 1975",9355,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,167572,NA,0.036270832949766
"Q2 1975",9695,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,173748,NA,0.036270832949766
"Q3 1975",9970,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,182328,NA,0.036270832949766
"Q4 1975",10356,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,188532,NA,0.036270832949766
"Q1 1976",10630,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,196288,NA,0.036270832949766
"Q2 1976",10872,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,206268,NA,0.036270832949766
"Q3 1976",11133,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,208464,NA,0.036270832949766
"Q4 1976",11306,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,213008,NA,0.036270832949766
"Q1 1977",11654,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,219892,NA,0.036270832949766
"Q2 1977",11871,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,224772,NA,0.036270832949766
"Q3 1977",12214,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,229704,NA,0.036270832949766
"Q4 1977",12718,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,235948,NA,0.036270832949766
"Q1 1978",12991,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,241296,NA,0.036270832949766
"Q2 1978",13352,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,248648,NA,0.036270832949766
"Q3 1978",13769,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,255176,NA,0.036270832949766
"Q4 1978",14176,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,263056,NA,0.036270832949766
"Q1 1979",14530,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,271352,NA,0.036270832949766
"Q2 1979",14838,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,284116,NA,0.036270832949766
"Q3 1979",15210,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,292900,NA,0.036270832949766
"Q4 1979",15226,NA,4.82760090927788,NA,NA,3512.28044871795,NA,NA,9045.29567307692,301924,NA,0.036270832949766
